날짜,구분,지역,수치
2017-05-01,종합월세통합가격지수,부산,100.0
2017-06-01,종합월세통합가격지수,부산,100.1
2017-07-01,종합월세통합가격지수,부산,100.1
2017-08-01,종합월세통합가격지수,부산,100.1
2017-09-01,종합월세통합가격지수,부산,100.0
2017-10-01,종합월세통합가격지수,부산,100.0
2017-11-01,종합월세통합가격지수,부산,100.0
2017-12-01,종합월세통합가격지수,부산,100.0
2018-01-01,종합월세통합가격지수,부산,99.9
2018-02-01,종합월세통합가격지수,부산,99.9
2018-03-01,종합월세통합가격지수,부산,99.8
2018-04-01,종합월세통합가격지수,부산,99.8
2018-05-01,종합월세통합가격지수,부산,99.7
2018-06-01,종합월세통합가격지수,부산,99.6
2018-07-01,종합월세통합가격지수,부산,99.5
2018-08-01,종합월세통합가격지수,부산,99.5
2018-09-01,종합월세통합가격지수,부산,99.4
2018-10-01,종합월세통합가격지수,부산,99.3
2018-11-01,종합월세통합가격지수,부산,99.3
2018-12-01,종합월세통합가격지수,부산,99.2
2019-01-01,종합월세통합가격지수,부산,99.1
2019-02-01,종합월세통합가격지수,부산,99.1
2019-03-01,종합월세통합가격지수,부산,99.0
2019-04-01,종합월세통합가격지수,부산,98.9
2019-05-01,종합월세통합가격지수,부산,98.8
2019-06-01,종합월세통합가격지수,부산,98.7
2019-07-01,종합월세통합가격지수,부산,98.6
2019-08-01,종합월세통합가격지수,부산,98.5
2019-09-01,종합월세통합가격지수,부산,98.3
2019-10-01,종합월세통합가격지수,부산,98.3
2019-11-01,종합월세통합가격지수,부산,98.2
2019-12-01,종합월세통합가격지수,부산,98.2
2020-01-01,종합월세통합가격지수,부산,98.2
2020-02-01,종합월세통합가격지수,부산,98.2
2020-03-01,종합월세통합가격지수,부산,98.2
2020-04-01,종합월세통합가격지수,부산,98.2
2020-05-01,종합월세통합가격지수,부산,98.1
2020-06-01,종합월세통합가격지수,부산,98.1
2020-07-01,종합월세통합가격지수,부산,98.1
2020-08-01,종합월세통합가격지수,부산,98.1
2020-09-01,종합월세통합가격지수,부산,98.1
2020-10-01,종합월세통합가격지수,부산,98.2
2020-11-01,종합월세통합가격지수,부산,98.3
2020-12-01,종합월세통합가격지수,부산,98.6
2021-01-01,종합월세통합가격지수,부산,98.8
2021-02-01,종합월세통합가격지수,부산,98.9
2021-03-01,종합월세통합가격지수,부산,99.1
2015-06-01,아파트월세통합가격지수,부산,99.4
2015-07-01,아파트월세통합가격지수,부산,99.3
2015-08-01,아파트월세통합가격지수,부산,99.4
2015-09-01,아파트월세통합가격지수,부산,99.5
2015-10-01,아파트월세통합가격지수,부산,99.6
2015-11-01,아파트월세통합가격지수,부산,99.6
2015-12-01,아파트월세통합가격지수,부산,99.7
2016-01-01,아파트월세통합가격지수,부산,99.7
2016-02-01,아파트월세통합가격지수,부산,99.7
2016-03-01,아파트월세통합가격지수,부산,99.7
2016-04-01,아파트월세통합가격지수,부산,99.7
2016-05-01,아파트월세통합가격지수,부산,99.7
2016-06-01,아파트월세통합가격지수,부산,99.7
2016-07-01,아파트월세통합가격지수,부산,99.8
2016-08-01,아파트월세통합가격지수,부산,99.8
2016-09-01,아파트월세통합가격지수,부산,99.8
2016-10-01,아파트월세통합가격지수,부산,99.9
2016-11-01,아파트월세통합가격지수,부산,99.9
2016-12-01,아파트월세통합가격지수,부산,100.0
2017-01-01,아파트월세통합가격지수,부산,100.0
2017-02-01,아파트월세통합가격지수,부산,100.0
2017-03-01,아파트월세통합가격지수,부산,100.0
2017-04-01,아파트월세통합가격지수,부산,100.0
2017-05-01,아파트월세통합가격지수,부산,100.1
2017-06-01,아파트월세통합가격지수,부산,100.1
2017-07-01,아파트월세통합가격지수,부산,100.1
2017-08-01,아파트월세통합가격지수,부산,100.1
2017-09-01,아파트월세통합가격지수,부산,100.1
2017-10-01,아파트월세통합가격지수,부산,100.0
2017-11-01,아파트월세통합가격지수,부산,100.0
2017-12-01,아파트월세통합가격지수,부산,100.0
2018-01-01,아파트월세통합가격지수,부산,99.9
2018-02-01,아파트월세통합가격지수,부산,99.9
2018-03-01,아파트월세통합가격지수,부산,99.8
2018-04-01,아파트월세통합가격지수,부산,99.7
2018-05-01,아파트월세통합가격지수,부산,99.7
2018-06-01,아파트월세통합가격지수,부산,99.5
2018-07-01,아파트월세통합가격지수,부산,99.5
2018-08-01,아파트월세통합가격지수,부산,99.4
2018-09-01,아파트월세통합가격지수,부산,99.3
2018-10-01,아파트월세통합가격지수,부산,99.2
2018-11-01,아파트월세통합가격지수,부산,99.1
2018-12-01,아파트월세통합가격지수,부산,99.1
2019-01-01,아파트월세통합가격지수,부산,99.0
2019-02-01,아파트월세통합가격지수,부산,98.9
2019-03-01,아파트월세통합가격지수,부산,98.9
2019-04-01,아파트월세통합가격지수,부산,98.7
2019-05-01,아파트월세통합가격지수,부산,98.6
2019-06-01,아파트월세통합가격지수,부산,98.5
2019-07-01,아파트월세통합가격지수,부산,98.3
2019-08-01,아파트월세통합가격지수,부산,98.2
2019-09-01,아파트월세통합가격지수,부산,98.0
2019-10-01,아파트월세통합가격지수,부산,98.0
2019-11-01,아파트월세통합가격지수,부산,97.9
2019-12-01,아파트월세통합가격지수,부산,97.9
2020-01-01,아파트월세통합가격지수,부산,97.9
2020-02-01,아파트월세통합가격지수,부산,98.0
2020-03-01,아파트월세통합가격지수,부산,97.9
2020-04-01,아파트월세통합가격지수,부산,97.9
2020-05-01,아파트월세통합가격지수,부산,97.8
2020-06-01,아파트월세통합가격지수,부산,97.8
2020-07-01,아파트월세통합가격지수,부산,97.8
2020-08-01,아파트월세통합가격지수,부산,97.9
2020-09-01,아파트월세통합가격지수,부산,97.9
2020-10-01,아파트월세통합가격지수,부산,98.0
2020-11-01,아파트월세통합가격지수,부산,98.2
2020-12-01,아파트월세통합가격지수,부산,98.7
2021-01-01,아파트월세통합가격지수,부산,98.9
2021-02-01,아파트월세통합가격지수,부산,99.2
2021-03-01,아파트월세통합가격지수,부산,99.4
2015-06-01,연립다세대월세통합가격지수,부산,99.6
2015-07-01,연립다세대월세통합가격지수,부산,99.7
2015-08-01,연립다세대월세통합가격지수,부산,99.7
2015-09-01,연립다세대월세통합가격지수,부산,99.7
2015-10-01,연립다세대월세통합가격지수,부산,99.7
2015-11-01,연립다세대월세통합가격지수,부산,99.8
2015-12-01,연립다세대월세통합가격지수,부산,99.7
2016-01-01,연립다세대월세통합가격지수,부산,99.7
2016-02-01,연립다세대월세통합가격지수,부산,99.7
2016-03-01,연립다세대월세통합가격지수,부산,99.7
2016-04-01,연립다세대월세통합가격지수,부산,99.7
2016-05-01,연립다세대월세통합가격지수,부산,99.7
2016-06-01,연립다세대월세통합가격지수,부산,99.7
2016-07-01,연립다세대월세통합가격지수,부산,99.7
2016-08-01,연립다세대월세통합가격지수,부산,99.8
2016-09-01,연립다세대월세통합가격지수,부산,99.8
2016-10-01,연립다세대월세통합가격지수,부산,99.9
2016-11-01,연립다세대월세통합가격지수,부산,99.9
2016-12-01,연립다세대월세통합가격지수,부산,99.9
2017-01-01,연립다세대월세통합가격지수,부산,99.9
2017-02-01,연립다세대월세통합가격지수,부산,99.9
2017-03-01,연립다세대월세통합가격지수,부산,99.9
2017-04-01,연립다세대월세통합가격지수,부산,99.9
2017-05-01,연립다세대월세통합가격지수,부산,100.0
2017-06-01,연립다세대월세통합가격지수,부산,100.0
2017-07-01,연립다세대월세통합가격지수,부산,100.0
2017-08-01,연립다세대월세통합가격지수,부산,100.0
2017-09-01,연립다세대월세통합가격지수,부산,100.0
2017-10-01,연립다세대월세통합가격지수,부산,100.0
2017-11-01,연립다세대월세통합가격지수,부산,100.0
2017-12-01,연립다세대월세통합가격지수,부산,100.0
2018-01-01,연립다세대월세통합가격지수,부산,99.9
2018-02-01,연립다세대월세통합가격지수,부산,99.8
2018-03-01,연립다세대월세통합가격지수,부산,99.8
2018-04-01,연립다세대월세통합가격지수,부산,99.7
2018-05-01,연립다세대월세통합가격지수,부산,99.6
2018-06-01,연립다세대월세통합가격지수,부산,99.5
2018-07-01,연립다세대월세통합가격지수,부산,99.5
2018-08-01,연립다세대월세통합가격지수,부산,99.4
2018-09-01,연립다세대월세통합가격지수,부산,99.3
2018-10-01,연립다세대월세통합가격지수,부산,99.2
2018-11-01,연립다세대월세통합가격지수,부산,99.2
2018-12-01,연립다세대월세통합가격지수,부산,99.0
2019-01-01,연립다세대월세통합가격지수,부산,99.0
2019-02-01,연립다세대월세통합가격지수,부산,98.9
2019-03-01,연립다세대월세통합가격지수,부산,98.8
2019-04-01,연립다세대월세통합가격지수,부산,98.7
2019-05-01,연립다세대월세통합가격지수,부산,98.6
2019-06-01,연립다세대월세통합가격지수,부산,98.4
2019-07-01,연립다세대월세통합가격지수,부산,98.3
2019-08-01,연립다세대월세통합가격지수,부산,98.3
2019-09-01,연립다세대월세통합가격지수,부산,98.2
2019-10-01,연립다세대월세통합가격지수,부산,98.1
2019-11-01,연립다세대월세통합가격지수,부산,98.1
2019-12-01,연립다세대월세통합가격지수,부산,98.0
2020-01-01,연립다세대월세통합가격지수,부산,98.0
2020-02-01,연립다세대월세통합가격지수,부산,98.0
2020-03-01,연립다세대월세통합가격지수,부산,98.0
2020-04-01,연립다세대월세통합가격지수,부산,97.9
2020-05-01,연립다세대월세통합가격지수,부산,97.9
2020-06-01,연립다세대월세통합가격지수,부산,97.8
2020-07-01,연립다세대월세통합가격지수,부산,97.8
2020-08-01,연립다세대월세통합가격지수,부산,97.8
2020-09-01,연립다세대월세통합가격지수,부산,97.8
2020-10-01,연립다세대월세통합가격지수,부산,97.8
2020-11-01,연립다세대월세통합가격지수,부산,97.8
2020-12-01,연립다세대월세통합가격지수,부산,97.8
2021-01-01,연립다세대월세통합가격지수,부산,97.8
2021-02-01,연립다세대월세통합가격지수,부산,97.8
2021-03-01,연립다세대월세통합가격지수,부산,97.8
2015-06-01,단독주택월세통합가격지수,부산,100.4
2015-07-01,단독주택월세통합가격지수,부산,100.4
2015-08-01,단독주택월세통합가격지수,부산,100.4
2015-09-01,단독주택월세통합가격지수,부산,100.4
2015-10-01,단독주택월세통합가격지수,부산,100.4
2015-11-01,단독주택월세통합가격지수,부산,100.4
2015-12-01,단독주택월세통합가격지수,부산,100.3
2016-01-01,단독주택월세통합가격지수,부산,100.3
2016-02-01,단독주택월세통합가격지수,부산,100.3
2016-03-01,단독주택월세통합가격지수,부산,100.3
2016-04-01,단독주택월세통합가격지수,부산,100.2
2016-05-01,단독주택월세통합가격지수,부산,100.2
2016-06-01,단독주택월세통합가격지수,부산,100.1
2016-07-01,단독주택월세통합가격지수,부산,100.0
2016-08-01,단독주택월세통합가격지수,부산,100.0
2016-09-01,단독주택월세통합가격지수,부산,100.0
2016-10-01,단독주택월세통합가격지수,부산,100.0
2016-11-01,단독주택월세통합가격지수,부산,100.0
2016-12-01,단독주택월세통합가격지수,부산,100.1
2017-01-01,단독주택월세통합가격지수,부산,100.0
2017-02-01,단독주택월세통합가격지수,부산,100.0
2017-03-01,단독주택월세통합가격지수,부산,100.0
2017-04-01,단독주택월세통합가격지수,부산,100.0
2017-05-01,단독주택월세통합가격지수,부산,100.0
2017-06-01,단독주택월세통합가격지수,부산,100.1
2017-07-01,단독주택월세통합가격지수,부산,100.1
2017-08-01,단독주택월세통합가격지수,부산,100.1
2017-09-01,단독주택월세통합가격지수,부산,100.0
2017-10-01,단독주택월세통합가격지수,부산,100.0
2017-11-01,단독주택월세통합가격지수,부산,100.0
2017-12-01,단독주택월세통합가격지수,부산,100.0
2018-01-01,단독주택월세통합가격지수,부산,99.9
2018-02-01,단독주택월세통합가격지수,부산,99.9
2018-03-01,단독주택월세통합가격지수,부산,99.9
2018-04-01,단독주택월세통합가격지수,부산,100.0
2018-05-01,단독주택월세통합가격지수,부산,99.9
2018-06-01,단독주택월세통합가격지수,부산,99.9
2018-07-01,단독주택월세통합가격지수,부산,99.9
2018-08-01,단독주택월세통합가격지수,부산,99.9
2018-09-01,단독주택월세통합가격지수,부산,99.8
2018-10-01,단독주택월세통합가격지수,부산,99.8
2018-11-01,단독주택월세통합가격지수,부산,99.8
2018-12-01,단독주택월세통합가격지수,부산,99.8
2019-01-01,단독주택월세통합가격지수,부산,99.8
2019-02-01,단독주택월세통합가격지수,부산,99.8
2019-03-01,단독주택월세통합가격지수,부산,99.7
2019-04-01,단독주택월세통합가격지수,부산,99.7
2019-05-01,단독주택월세통합가격지수,부산,99.7
2019-06-01,단독주택월세통합가격지수,부산,99.7
2019-07-01,단독주택월세통합가격지수,부산,99.6
2019-08-01,단독주택월세통합가격지수,부산,99.5
2019-09-01,단독주택월세통합가격지수,부산,99.5
2019-10-01,단독주택월세통합가격지수,부산,99.4
2019-11-01,단독주택월세통합가격지수,부산,99.4
2019-12-01,단독주택월세통합가격지수,부산,99.4
2020-01-01,단독주택월세통합가격지수,부산,99.3
2020-02-01,단독주택월세통합가격지수,부산,99.3
2020-03-01,단독주택월세통합가격지수,부산,99.3
2020-04-01,단독주택월세통합가격지수,부산,99.3
2020-05-01,단독주택월세통합가격지수,부산,99.3
2020-06-01,단독주택월세통합가격지수,부산,99.2
2020-07-01,단독주택월세통합가격지수,부산,99.2
2020-08-01,단독주택월세통합가격지수,부산,99.1
2020-09-01,단독주택월세통합가격지수,부산,99.1
2020-10-01,단독주택월세통합가격지수,부산,99.1
2020-11-01,단독주택월세통합가격지수,부산,99.1
2020-12-01,단독주택월세통합가격지수,부산,99.1
2021-01-01,단독주택월세통합가격지수,부산,99.1
2021-02-01,단독주택월세통합가격지수,부산,99.1
2021-03-01,단독주택월세통합가격지수,부산,99.1
2007-01-01,미분양주택현황,대구,9467.0
2007-02-01,미분양주택현황,대구,9134.0
2007-03-01,미분양주택현황,대구,9189.0
2007-04-01,미분양주택현황,대구,9009.0
2007-05-01,미분양주택현황,대구,10888.0
2007-06-01,미분양주택현황,대구,12489.0
2007-07-01,미분양주택현황,대구,12179.0
2007-08-01,미분양주택현황,대구,12075.0
2007-09-01,미분양주택현황,대구,11944.0
2007-10-01,미분양주택현황,대구,11879.0
2007-11-01,미분양주택현황,대구,12212.0
2007-12-01,미분양주택현황,대구,12199.0
2008-01-01,미분양주택현황,대구,13434.0
2008-02-01,미분양주택현황,대구,15638.0
2008-03-01,미분양주택현황,대구,15557.0
2008-04-01,미분양주택현황,대구,15873.0
2008-05-01,미분양주택현황,대구,16590.0
2008-06-01,미분양주택현황,대구,20535.0
2008-07-01,미분양주택현황,대구,21378.0
2008-08-01,미분양주택현황,대구,21410.0
2008-09-01,미분양주택현황,대구,21403.0
2008-10-01,미분양주택현황,대구,21246.0
2008-11-01,미분양주택현황,대구,21324.0
2008-12-01,미분양주택현황,대구,21379.0
2009-01-01,미분양주택현황,대구,21560.0
2009-02-01,미분양주택현황,대구,21380.0
2009-03-01,미분양주택현황,대구,20402.0
2009-04-01,미분양주택현황,대구,20691.0
2009-05-01,미분양주택현황,대구,19851.0
2009-06-01,미분양주택현황,대구,19257.0
2009-07-01,미분양주택현황,대구,18473.0
2009-08-01,미분양주택현황,대구,17920.0
2009-09-01,미분양주택현황,대구,17043.0
2009-10-01,미분양주택현황,대구,16467.0
2009-11-01,미분양주택현황,대구,16119.0
2009-12-01,미분양주택현황,대구,16009.0
2010-01-01,미분양주택현황,대구,15875.0
2010-02-01,미분양주택현황,대구,16053.0
2010-03-01,미분양주택현황,대구,16002.0
2010-04-01,미분양주택현황,대구,16467.0
2010-05-01,미분양주택현황,대구,16303.0
2010-06-01,미분양주택현황,대구,16389.0
2010-07-01,미분양주택현황,대구,16325.0
2010-08-01,미분양주택현황,대구,16066.0
2010-09-01,미분양주택현황,대구,14743.0
2010-10-01,미분양주택현황,대구,15304.0
2010-11-01,미분양주택현황,대구,14505.0
2010-12-01,미분양주택현황,대구,13163.0
2011-01-01,미분양주택현황,대구,12380.0
2011-02-01,미분양주택현황,대구,11929.0
2011-03-01,미분양주택현황,대구,11325.0
2011-04-01,미분양주택현황,대구,10561.0
2011-05-01,미분양주택현황,대구,9916.0
2011-06-01,미분양주택현황,대구,11577.0
2011-07-01,미분양주택현황,대구,10828.0
2011-08-01,미분양주택현황,대구,10152.0
2011-09-01,미분양주택현황,대구,9861.0
2011-10-01,미분양주택현황,대구,9295.0
2011-11-01,미분양주택현황,대구,9384.0
2011-12-01,미분양주택현황,대구,8672.0
2012-01-01,미분양주택현황,대구,7477.0
2012-02-01,미분양주택현황,대구,6807.0
2012-03-01,미분양주택현황,대구,6104.0
2012-04-01,미분양주택현황,대구,5895.0
2012-05-01,미분양주택현황,대구,5721.0
2012-06-01,미분양주택현황,대구,5564.0
2012-07-01,미분양주택현황,대구,5289.0
2012-08-01,미분양주택현황,대구,5202.0
2012-09-01,미분양주택현황,대구,4993.0
2012-10-01,미분양주택현황,대구,4678.0
2012-11-01,미분양주택현황,대구,3707.0
2012-12-01,미분양주택현황,대구,3288.0
2013-01-01,미분양주택현황,대구,2898.0
2013-02-01,미분양주택현황,대구,2622.0
2013-03-01,미분양주택현황,대구,2347.0
2013-04-01,미분양주택현황,대구,2089.0
2013-05-01,미분양주택현황,대구,1939.0
2013-06-01,미분양주택현황,대구,1760.0
2013-07-01,미분양주택현황,대구,1649.0
2013-08-01,미분양주택현황,대구,1492.0
2013-09-01,미분양주택현황,대구,1602.0
2013-10-01,미분양주택현황,대구,1359.0
2013-11-01,미분양주택현황,대구,1196.0
2013-12-01,미분양주택현황,대구,1234.0
2014-01-01,미분양주택현황,대구,955.0
2014-02-01,미분양주택현황,대구,615.0
2014-03-01,미분양주택현황,대구,523.0
2014-04-01,미분양주택현황,대구,296.0
2014-05-01,미분양주택현황,대구,562.0
2014-06-01,미분양주택현황,대구,367.0
2014-07-01,미분양주택현황,대구,1754.0
2014-08-01,미분양주택현황,대구,1097.0
2014-09-01,미분양주택현황,대구,773.0
2014-10-01,미분양주택현황,대구,788.0
2014-11-01,미분양주택현황,대구,554.0
2014-12-01,미분양주택현황,대구,1013.0
2015-01-01,미분양주택현황,대구,857.0
2015-02-01,미분양주택현황,대구,669.0
2015-03-01,미분양주택현황,대구,483.0
2015-04-01,미분양주택현황,대구,203.0
2015-05-01,미분양주택현황,대구,49.0
2015-06-01,미분양주택현황,대구,27.0
2015-07-01,미분양주택현황,대구,11.0
2015-08-01,미분양주택현황,대구,11.0
2015-09-01,미분양주택현황,대구,108.0
2015-10-01,미분양주택현황,대구,121.0
2015-11-01,미분양주택현황,대구,114.0
2015-12-01,미분양주택현황,대구,2396.0
2016-01-01,미분양주택현황,대구,1806.0
2016-02-01,미분양주택현황,대구,1666.0
2016-03-01,미분양주택현황,대구,1769.0
2016-04-01,미분양주택현황,대구,1638.0
2016-05-01,미분양주택현황,대구,1462.0
2016-06-01,미분양주택현황,대구,1230.0
2016-07-01,미분양주택현황,대구,1225.0
2016-08-01,미분양주택현황,대구,1631.0
2016-09-01,미분양주택현황,대구,1404.0
2016-10-01,미분양주택현황,대구,1135.0
2016-11-01,미분양주택현황,대구,978.0
2016-12-01,미분양주택현황,대구,915.0
2017-01-01,미분양주택현황,대구,828.0
2017-02-01,미분양주택현황,대구,703.0
2017-03-01,미분양주택현황,대구,627.0
2017-04-01,미분양주택현황,대구,529.0
2017-05-01,미분양주택현황,대구,383.0
2017-06-01,미분양주택현황,대구,299.0
2017-07-01,미분양주택현황,대구,237.0
2017-08-01,미분양주택현황,대구,139.0
2017-09-01,미분양주택현황,대구,133.0
2017-10-01,미분양주택현황,대구,125.0
2017-11-01,미분양주택현황,대구,125.0
2017-12-01,미분양주택현황,대구,126.0
2018-01-01,미분양주택현황,대구,143.0
2018-02-01,미분양주택현황,대구,135.0
2018-03-01,미분양주택현황,대구,153.0
2018-04-01,미분양주택현황,대구,230.0
2018-05-01,미분양주택현황,대구,194.0
2018-06-01,미분양주택현황,대구,506.0
2018-07-01,미분양주택현황,대구,1345.0
2018-08-01,미분양주택현황,대구,945.0
2018-09-01,미분양주택현황,대구,745.0
2018-10-01,미분양주택현황,대구,575.0
2018-11-01,미분양주택현황,대구,429.0
2018-12-01,미분양주택현황,대구,362.0
2019-01-01,미분양주택현황,대구,291.0
2019-02-01,미분양주택현황,대구,738.0
2019-03-01,미분양주택현황,대구,706.0
2019-04-01,미분양주택현황,대구,1585.0
2019-05-01,미분양주택현황,대구,1814.0
2019-06-01,미분양주택현황,대구,1739.0
2019-07-01,미분양주택현황,대구,1818.0
2019-08-01,미분양주택현황,대구,1736.0
2019-09-01,미분양주택현황,대구,1550.0
2019-10-01,미분양주택현황,대구,1362.0
2019-11-01,미분양주택현황,대구,1236.0
2019-12-01,미분양주택현황,대구,1790.0
2020-01-01,미분양주택현황,대구,1414.0
2020-02-01,미분양주택현황,대구,1072.0
2020-03-01,미분양주택현황,대구,1031.0
2020-04-01,미분양주택현황,대구,1068.0
2020-05-01,미분양주택현황,대구,1159.0
2020-06-01,미분양주택현황,대구,940.0
2020-07-01,미분양주택현황,대구,957.0
2020-08-01,미분양주택현황,대구,1624.0
2020-09-01,미분양주택현황,대구,1216.0
2020-10-01,미분양주택현황,대구,1143.0
2020-11-01,미분양주택현황,대구,667.0
2020-12-01,미분양주택현황,대구,280.0
2021-01-01,미분양주택현황,대구,419.0
2021-02-01,미분양주택현황,대구,195.0
2006-01-01,아파트실거래가격지수,대구,62.5
2006-02-01,아파트실거래가격지수,대구,62.6
2006-03-01,아파트실거래가격지수,대구,62.4
2006-04-01,아파트실거래가격지수,대구,62.3
2006-05-01,아파트실거래가격지수,대구,62.0
2006-06-01,아파트실거래가격지수,대구,61.6
2006-07-01,아파트실거래가격지수,대구,61.0
2006-08-01,아파트실거래가격지수,대구,61.3
2006-09-01,아파트실거래가격지수,대구,61.4
2006-10-01,아파트실거래가격지수,대구,61.3
2006-11-01,아파트실거래가격지수,대구,61.4
2006-12-01,아파트실거래가격지수,대구,60.8
2007-01-01,아파트실거래가격지수,대구,61.2
2007-02-01,아파트실거래가격지수,대구,61.0
2007-03-01,아파트실거래가격지수,대구,61.4
2007-04-01,아파트실거래가격지수,대구,60.7
2007-05-01,아파트실거래가격지수,대구,59.9
2007-06-01,아파트실거래가격지수,대구,59.6
2007-07-01,아파트실거래가격지수,대구,59.8
2007-08-01,아파트실거래가격지수,대구,59.7
2007-09-01,아파트실거래가격지수,대구,59.6
2007-10-01,아파트실거래가격지수,대구,59.7
2007-11-01,아파트실거래가격지수,대구,59.2
2007-12-01,아파트실거래가격지수,대구,59.3
2008-01-01,아파트실거래가격지수,대구,59.7
2008-02-01,아파트실거래가격지수,대구,59.6
2008-03-01,아파트실거래가격지수,대구,59.8
2008-04-01,아파트실거래가격지수,대구,59.7
2008-05-01,아파트실거래가격지수,대구,59.4
2008-06-01,아파트실거래가격지수,대구,59.1
2008-07-01,아파트실거래가격지수,대구,59.0
2008-08-01,아파트실거래가격지수,대구,58.6
2008-09-01,아파트실거래가격지수,대구,58.5
2008-10-01,아파트실거래가격지수,대구,58.0
2008-11-01,아파트실거래가격지수,대구,57.0
2008-12-01,아파트실거래가격지수,대구,55.8
2009-01-01,아파트실거래가격지수,대구,55.2
2009-02-01,아파트실거래가격지수,대구,55.5
2009-03-01,아파트실거래가격지수,대구,55.2
2009-04-01,아파트실거래가격지수,대구,55.8
2009-05-01,아파트실거래가격지수,대구,56.2
2009-06-01,아파트실거래가격지수,대구,56.2
2009-07-01,아파트실거래가격지수,대구,56.6
2009-08-01,아파트실거래가격지수,대구,57.2
2009-09-01,아파트실거래가격지수,대구,57.9
2009-10-01,아파트실거래가격지수,대구,58.1
2009-11-01,아파트실거래가격지수,대구,57.7
2009-12-01,아파트실거래가격지수,대구,57.8
2010-01-01,아파트실거래가격지수,대구,58.0
2010-02-01,아파트실거래가격지수,대구,57.9
2010-03-01,아파트실거래가격지수,대구,57.8
2010-04-01,아파트실거래가격지수,대구,57.4
2010-05-01,아파트실거래가격지수,대구,57.6
2010-06-01,아파트실거래가격지수,대구,57.3
2010-07-01,아파트실거래가격지수,대구,57.2
2010-08-01,아파트실거래가격지수,대구,57.3
2010-09-01,아파트실거래가격지수,대구,57.5
2010-10-01,아파트실거래가격지수,대구,57.6
2010-11-01,아파트실거래가격지수,대구,58.1
2010-12-01,아파트실거래가격지수,대구,58.4
2011-01-01,아파트실거래가격지수,대구,59.1
2011-02-01,아파트실거래가격지수,대구,60.3
2011-03-01,아파트실거래가격지수,대구,61.0
2011-04-01,아파트실거래가격지수,대구,61.7
2011-05-01,아파트실거래가격지수,대구,62.0
2011-06-01,아파트실거래가격지수,대구,62.5
2011-07-01,아파트실거래가격지수,대구,63.1
2011-08-01,아파트실거래가격지수,대구,63.8
2011-09-01,아파트실거래가격지수,대구,64.6
2011-10-01,아파트실거래가격지수,대구,65.1
2011-11-01,아파트실거래가격지수,대구,65.2
2011-12-01,아파트실거래가격지수,대구,65.0
2012-01-01,아파트실거래가격지수,대구,65.9
2012-02-01,아파트실거래가격지수,대구,66.4
2012-03-01,아파트실거래가격지수,대구,66.6
2012-04-01,아파트실거래가격지수,대구,66.5
2012-05-01,아파트실거래가격지수,대구,66.9
2012-06-01,아파트실거래가격지수,대구,67.1
2012-07-01,아파트실거래가격지수,대구,67.2
2012-08-01,아파트실거래가격지수,대구,67.9
2012-09-01,아파트실거래가격지수,대구,68.4
2012-10-01,아파트실거래가격지수,대구,68.8
2012-11-01,아파트실거래가격지수,대구,68.9
2012-12-01,아파트실거래가격지수,대구,68.6
2013-01-01,아파트실거래가격지수,대구,69.9
2013-02-01,아파트실거래가격지수,대구,70.2
2013-03-01,아파트실거래가격지수,대구,70.9
2013-04-01,아파트실거래가격지수,대구,71.8
2013-05-01,아파트실거래가격지수,대구,72.6
2013-06-01,아파트실거래가격지수,대구,73.3
2013-07-01,아파트실거래가격지수,대구,74.5
2013-08-01,아파트실거래가격지수,대구,75.2
2013-09-01,아파트실거래가격지수,대구,76.2
2013-10-01,아파트실거래가격지수,대구,77.6
2013-11-01,아파트실거래가격지수,대구,78.5
2013-12-01,아파트실거래가격지수,대구,78.3
2014-01-01,아파트실거래가격지수,대구,79.8
2014-02-01,아파트실거래가격지수,대구,80.5
2014-03-01,아파트실거래가격지수,대구,81.5
2014-04-01,아파트실거래가격지수,대구,81.3
2014-05-01,아파트실거래가격지수,대구,81.8
2014-06-01,아파트실거래가격지수,대구,82.4
2014-07-01,아파트실거래가격지수,대구,83.4
2014-08-01,아파트실거래가격지수,대구,84.6
2014-09-01,아파트실거래가격지수,대구,86.0
2014-10-01,아파트실거래가격지수,대구,87.5
2014-11-01,아파트실거래가격지수,대구,88.8
2014-12-01,아파트실거래가격지수,대구,89.7
2015-01-01,아파트실거래가격지수,대구,91.1
2015-02-01,아파트실거래가격지수,대구,92.2
2015-03-01,아파트실거래가격지수,대구,94.1
2015-04-01,아파트실거래가격지수,대구,95.9
2015-05-01,아파트실거래가격지수,대구,97.7
2015-06-01,아파트실거래가격지수,대구,99.4
2015-07-01,아파트실거래가격지수,대구,101.2
2015-08-01,아파트실거래가격지수,대구,102.7
2015-09-01,아파트실거래가격지수,대구,103.8
2015-10-01,아파트실거래가격지수,대구,104.1
2015-11-01,아파트실거래가격지수,대구,102.3
2015-12-01,아파트실거래가격지수,대구,99.7
2016-01-01,아파트실거래가격지수,대구,98.5
2016-02-01,아파트실거래가격지수,대구,97.7
2016-03-01,아파트실거래가격지수,대구,96.8
2016-04-01,아파트실거래가격지수,대구,95.6
2016-05-01,아파트실거래가격지수,대구,94.8
2016-06-01,아파트실거래가격지수,대구,94.7
2016-07-01,아파트실거래가격지수,대구,94.8
2016-08-01,아파트실거래가격지수,대구,94.5
2016-09-01,아파트실거래가격지수,대구,95.4
2016-10-01,아파트실거래가격지수,대구,95.7
2016-11-01,아파트실거래가격지수,대구,95.6
